Cáparra	Point(-6.10097222 40.16658333)
San Román	Point(-3.910277777 43.305)
San Román de Basa	Point(-0.299317 42.503016)
San Román de Basa	Point(-0.29891783 42.503439)
San Román de Sanabria	Point(-6.69543333 42.08158056)
San Román de la Llanilla	Point(-3.860555555 43.471666666)
San Román de los Oteros	Point(-5.391608333 42.392672222)
San Vicente	Point(-2.3689 36.8581)
San Vicente de Villamezán	Point(-3.927362 42.979566)
San Vicente del Monte	Point(-4.304444444 43.2875)
San Vitores	Point(-3.761944444 43.366944444)
San Vitores	Point(-4.1025 42.879444444)
Sanatorio de Alcohete	Point(-3.11333333 40.58055556)
Sanchogómez	Point(-5.905 40.684444444)
Sangas	Point(-3.511944444 43.170277777)
Santa Coloma del Rudrón	Point(-3.877222222 42.6875)
Santa Colomba de las Carabias	Point(-5.606883333 42.071819444)
Santa Cruz	Point(-4.041666666 43.165833333)
Santa Cruz	Point(-3.405833333 43.3)
Santa Cruz de Abranes	Point(-6.66666667 41.98333333)
Santa Cruz del Monte	Point(-4.459444444 42.498333333)
Santa Cruz del Sil	Point(-6.513888888 42.780833333)
Santa Cruz del Tozo	Point(-3.883333333 42.647222222)
Santa Engracia	Point(-1.271944444 41.985)
Santa Eulalia de Tábara	Point(-5.85187 41.8087)
Santa Leocadia	Point(-6.526736111 42.746886111)
Santa Lucía	Point(-2.263333333 42.3125)
Santa Marina	Point(-3.706111111 43.379722222)
Santa Marina de Torre	Point(-6.336388888 42.586388888)
Santa María Ananúñez	Point(-4.209149722 42.4833825)
Santa María de Aguayo	Point(-4.036388888 43.071111111)
Santa María de Hito	Point(-3.875277777 42.844166666)
Santa María de Mave	Point(-4.273888888 42.724166666)
Santa María de Nava	Point(-6.081666666 38.015555555)
Santa María de Redondo	Point(-4.432777777 42.990277777)
Santa María de la Nuez	Point(0.035132 42.29923983)
Santa María del Condado	Point(-5.423930555 42.692136111)
Santa María del Espino	Point(-2.322222222 40.988611111)
Santa María del Águila	Point(-2.775833333 36.783055555)
Santa Olaja de Porma	Point(-5.412845 42.5995953)
Santa Olaja de la Varga	Point(-5.117675 42.8369)
Santa Olalla de Aguayo	Point(-4.031388888 43.070555555)
Santa Olalla del Valle	Point(-3.173697222 42.338520833)
Santa Águeda	Point(-4.03688 43.20054)
Santamera	Point(-2.7725 41.129444444)
Santayana	Point(-3.5075 43.180555555)
Santiago de Cartes	Point(-4.063888888 43.335277777)
Santiago de Cudeyo	Point(-3.7925 43.389166666)
Santiago de la Requejada	Point(-6.55627 42.102)
Santiago de la Valduerna	Point(-5.923333333 42.306666666)
Santiago del Arroyo	Point(-4.517222222 41.448888888)
Santibáñez	Point(-4.241111111 43.286666666)
Santibáñez de Montes	Point(-6.280994 42.565959)
Santibáñez de Porma	Point(-5.411666666 42.585)
Santillán-Boria	Point(-4.420833333 43.385277777)
Santillán de la Vega	Point(-4.709722222 42.440555555)
Santillán del Agua	Point(-3.723611111 42.031111111)
Santisteban	Point(-3.391666666 43.353611111)
Santullán	Point(-3.210277777 43.347777777)
Sauceda	Point(-6.358333333 40.303611111)
Sebrango	Point(-4.7175 43.141388888)
Secarejo	Point(-5.814588888 42.650533333)
Secos del Condado	Point(-5.401122222 42.608908333)
Sedano	Point(-3.749444444 42.715555555)
Sejas de Sanabria	Point(-6.368888888 42.063333333)
Sel de la Carrera	Point(-3.923055555 43.145555555)
Sel de la Peña	Point(-3.899166666 43.158333333)
Sel del Hoyo	Point(-3.888333333 43.113333333)
Sel del Manzano	Point(-3.865833333 43.06)
Sel del Tojo	Point(-3.912222222 43.170833333)
Selores	Point(-4.302222222 43.204444444)
Selviejo	Point(-3.926944444 43.093055555)
Seminario Pontificio	Point(-4.296666666 43.3875)
Seoane	Point(-8.846111111 42.775555555)
Serdió	Point(-4.448333333 43.363611111)
Serranillo	Point(-6.67 40.702777777)
Serué	Point(-0.42857383 42.372905)
Servillejas	Point(-3.990833333 43.028888888)
Seseña Nuevo	Point(-3.652616666 40.109605555)
Setién	Point(-3.732777777 43.423888888)
Sexmiro	Point(-6.6975 40.670833333)
Seña	Point(-3.411666666 43.385833333)
Sierra	Point(-4.240555555 43.388888888)
Sierra Elsa	Point(-4.088888888 43.329166666)
Sierra de Ibio	Point(-4.159444444 43.316388888)
Antoñanes del Páramo	Point(-5.790555555 42.403611111)
Antoñán del Valle	Point(-5.950833333 42.523333333)
Aradillos	Point(-4.133563888 43.030030555)
Arantiones	Point(-3.969444444 42.823888888)
Arbejal	Point(-4.501666666 42.885)
Arborbuena	Point(-6.737794444 42.620847222)
Arce	Point(-2.901138888 42.676805555)
Arce	Point(-3.941111111 43.410277777)
Arcellares	Point(-4.018333333 42.719166666)
Arcera	Point(-4.048055555 42.875833333)
Arenal	Point(-3.818611111 43.33)
Arenillas de Muñó	Point(-3.847055555 42.222861111)
Arenillas de Nuño Pérez	Point(-4.532222222 42.516666666)
Arenillas de San Pelayo	Point(-4.594444444 42.580833333)
Argañoso	Point(-6.265277777 42.513333333)
Argomilla	Point(-3.874264413 43.306979225)
Argual	Point(-17.927022222 28.654980555)
Argüeso	Point(-4.2 43.031666666)
Argüébanes	Point(-4.660277777 43.173611111)
Ariego de Abajo	Point(-5.964288888 42.786833333)
Arintero	Point(-5.362313888 42.947172222)
Arlanza	Point(-6.418655555 42.663772222)
Armaño	Point(-4.607222222 43.1775)
Arreba	Point(-3.768611111 43.020555555)
Arrofranco	Point(-6.15 40.36666667)
Arroyal	Point(-3.749444444 42.411944444)
Arroyal	Point(-4.076388888 42.909444444)
Arroyo	Point(-4.856666666 42.311666666)
Arviza	Point(-3.002777777 42.375)
Astrana	Point(-3.561111111 43.201944444)
Asón	Point(-3.606666666 43.24)
Atajea	Point(-4.218055555 37.138333333)
Atalbéitar	Point(-3.310277777 36.934444444)
Atochares	Point(-2.159446655 36.88080612)
Aulago	Point(-2.626111111 37.160555555)
Avellanedo	Point(-4.523333333 43.070833333)
Avellanosa	Point(-3.8775 42.46)
Avellanosa de Rioja	Point(-3.093891666 42.362359166)
Avenales	Point(-2.316944444 41.164444444)
Ayabarrena	Point(-3.046388888 42.251944444)
Azoños	Point(-3.907777777 43.429444444)
Azuel	Point(-4.328119444 38.325647222)
Azárrulla	Point(-3.031388888 42.265833333)
Aés	Point(-3.958888888 43.286111111)
Añoza	Point(-4.785 42.224444444)
Bahillo	Point(-4.578333333 42.441944444)
Baillo	Point(-6.46275 42.283777777)
Balax	Point(-2.666666666 37.395277777)
Balbacienta	Point(-3.309722222 43.359444444)
Baldío	Point(-5.65 39.983333333)
Balerma	Point(-2.886388888 36.73)
Baltezana	Point(-3.169444444 43.341111111)
Bamba	Point(-5.62057 41.4603)
Banecidas	Point(-5.095683333 42.47425)
Barajores	Point(-4.672222222 42.764722222)
Baranda	Point(-3.522777777 43.443611111)
Barcenaciones	Point(-4.1475 43.344166666)
Barcenilla	Point(-3.952777777 43.388333333)
Barcenillas	Point(-4.282777777 43.241944444)
Barceíno	Point(-6.462777777 41.079166666)
Barcina del Barco	Point(-3.2215077 42.7781538)
Bardauri	Point(-2.950033333 42.670863888)
Bariones de la Vega	Point(-5.596547222 42.093311111)
Barjacoba	Point(-6.95775 42.11691389)
Barquilla	Point(-6.729722222 40.691666666)
Barquilla de Pinares	Point(-5.43333333 40.05)
Barranco de la Montesina	Point(-2.9969407 38.1235092)
Barranco de los Lobos	Point(-2.17583 37.08771)
Barreda	Point(-4.040786111 43.372247222)
Barreras	Point(-6.590277777 41.026388888)
Estación de Huétor Tájar	Point(-4.059722222 37.203694444)
Barrientos de la Vega	Point(-5.97225 42.412319444)
Barriga	Point(-3.138569444 42.971372222)
Barrio-Lucio	Point(-4.080916944 42.697871944)
Barrio	Point(-4.229672222 43.010019444)
Barrio	Point(-4.675555555 43.073055555)
Barrio Nuevo	Point(-2.460277777 37.599722222)
Barrio Nuevo	Point(-2.529444444 37.807777777)
Barrio Nuevo de San Clemente	Point(-2.525277777 37.815277777)
Barrio Obrero	Point(-4.300277777 43.378611111)
Galizuela	Point(-5.240555555 38.960555555)
Gallinero de Rioja	Point(-2.921388888 42.398611111)
Gama	Point(-3.517222222 43.422777777)
Gandarilla	Point(-4.423055555 43.340555555)
Garcinarro	Point(-2.75917 40.2264)
Garfín	Point(-5.244738888 42.679194444)
Garzón	Point(-3.612222222 43.370277777)
Gañinas de la Vega	Point(-4.718888888 42.483611111)
Gejo de los Reyes	Point(-6.195833333 41.139444444)
Geras	Point(-5.768333333 42.894444444)
Gibalbín	Point(-5.924722222 36.827138888)
Gigosos de los Oteros	Point(-5.515 42.38)
Gobantes	Point(-3.357911111 42.956077777)
Golbardo	Point(-4.1575 43.341388888)
Golco	Point(-3.15 36.96666667)
Gomeznarro	Point(-3.473541666 41.322388888)
Gomeznarro	Point(-4.8425 41.248611111)
Gordaliza de la Loma	Point(-5.135 42.132777777)
Gornazo	Point(-3.981944444 43.413333333)
Grajalejo de las Matas	Point(-5.341111111 42.4025)
Gramedo	Point(-4.453888888 42.883333333)
Gramedo	Point(-6.36130833 42.10674722)
Gran Torrubia	Point(-1.1340204 41.4490131)
Gredilla de Sedano	Point(-3.719444444 42.719722222)
Gredilla la Polera	Point(-3.675277777 42.518888888)
Grijera	Point(-4.245833333 42.814166666)
Grisuela	Point(-6.29967 41.7613)
Griebal	Point(0.203221 42.384591)
Guadapero	Point(-6.358611111 40.561944444)
Guaínos Alto	Point(-3.0675 36.757222222)
Guazamara	Point(-1.779444444 37.347777777)
Guiende	Point(-8.89190278 42.73697222)
Guinicio	Point(-3.026666666 42.7325)
Guma	Point(-3.515555555 41.640555555)
Gundiás	Point(-7.78166667 42.37472222)
Gusandanos	Point(-6.467222222 42.097222222)
Guzparras	Point(-3.859166666 43.185555555)
Guájar Alto	Point(-3.625 36.853333333)
Guájar Faragüit	Point(-3.583888888 36.841666666)
Guájar Fondón	Point(-3.578888888 36.835277777)
Gárgoles de Abajo	Point(-2.62389 40.7342)
Gárgoles de Arriba	Point(-2.632222222 40.751111111)
Güemes	Point(-3.633333333 43.456111111)
Ahedo	Point(-3.35222 41.9972)
Haza del Trigo	Point(-3.312222222 36.758333333)
Hazas	Point(-3.379166666 43.393888888)
Hazas	Point(-3.553055555 43.193611111)
Helguera	Point(-4.343611111 43.158055555)
Helguera	Point(-3.427222222 43.296111111)
Helguera	Point(-4.101111111 43.35)
Helgueras	Point(-4.503888888 43.350555555)
Herada	Point(-3.45 43.191944444)
Hermosa	Point(-3.732777777 43.362222222)
Hernán Cortés	Point(-5.933055555 39.026666666)
Herrera de Duero	Point(-4.6525 41.563888888)
Herrera de Ibio	Point(-4.177777777 43.300555555)
Herrera de Valdivielso	Point(-3.496378888 42.767073055)
Herrán	Point(-3.228888888 42.823333333)
Herrán	Point(-4.110555555 43.384722222)
Hervededo	Point(-6.655833333 42.603055555)
Hijas	Point(-3.981111111 43.281944444)
Hijosa de Boedo	Point(-4.319444444 42.499444444)
Hinojar del Rey	Point(-3.330144444 41.768463888)
Hinojosas del Cerro	Point(-3.845580555 41.351052777)
Horcajada de la Torre	Point(-2.569255555 40.039536111)
Horcajo de la Ribera	Point(-5.365973 40.358436)
Hormazuela	Point(-3.9 42.55)
Hormiguera	Point(-4.130277777 42.874166666)
Horna de Ebro	Point(-4.094166666 42.981111111)
Hornedillo	Point(-3.826944444 43.154444444)
Hornedo	Point(-3.629444444 43.365833333)
Hornillayuso	Point(-3.595038888 43.015927777)
Hortezuelos	Point(-3.452777777 41.933333333)
Hortigal	Point(-4.421944444 43.358888888)
Hoyos del Tozo	Point(-3.949380555 42.70885)
Hoyuelos	Point(-4.4675 41.005)
Hoz de Abiada	Point(-4.281841666 43.018422222)
Hoz de Marrón	Point(-3.439444444 43.341111111)
Hozabejas	Point(-3.532583333 42.729686111)
Hoznayo	Point(-3.693055555 43.39)
Huerga de Frailes	Point(-5.846388888 42.391111111)
Huerga de Garaballes	Point(-5.900277777 42.339722222)
Huerta de Abajo	Point(-3.1325 42.0925)
Huertas del Río	Point(-4.432222222 37.073333333)
Huidobro	Point(-3.692222222 42.767222222)
Sierrapando	Point(-4.036666666 43.343611111)
Siguero	Point(-3.617777777 41.1825)
Silillos	Point(-5.128 37.69466667)
Sinovas	Point(-3.664444444 41.701388888)
Sitrama de Tera	Point(-5.905 42.006111111)
Sobremazas	Point(-3.745833333 43.374722222)
Sobrepeña	Point(-3.959722222 42.785833333)
Socabarga	Point(-3.81752 43.38288)
Socobio	Point(-3.940833333 43.314722222)
Socueva	Point(-3.610833333 43.260555555)
Solana	Point(-3.732222222 43.268333333)
Solana	Point(-2.773055555 37.8025)
Solanas de Valdelucio	Point(-4.0489825 42.684588888)
Solanilla	Point(-5.4494353 42.6235251)
Solano	Point(-3.924856666 42.519792222)
Solduengo	Point(-3.342269444 42.661294444)
Somahoz	Point(-4.063611111 43.248666666)
Somarriba	Point(-3.795277777 43.357222222)
Somballe	Point(-4.080277777 43.041666666)
Somo	Point(-3.734444444 43.448888888)
Sopenilla	Point(-4.043333333 43.283888888)
Sopeña	Point(-4.290833333 43.229722222)
Sopeña	Point(-3.373361111 43.388316666)
Sopeña de Carneros	Point(-6.045 42.488055555)
Sopeña de Curueño	Point(-5.403825 42.8078)
Sosas de Laciana	Point(-6.300005555 42.949747222)
Sosas del Cumbral	Point(-6.084444444 42.832222222)
Sotillo de Boedo	Point(-4.4075 42.610277777)
Soto	Point(-4.223577777 43.034052777)
Soto	Point(-3.864722222 43.239444444)
Soto de la Marina	Point(-3.893888888 43.466388888)
Sovilla	Point(-4.471111111 43.276944444)
Soña	Point(-4.023888888 43.384166666)
Sueros de Cepeda	Point(-6.036222222 42.609583333)
Suesa	Point(-3.720833333 43.446388888)
Suzana	Point(-2.9905 42.7097)
Sámano	Point(-3.23 43.357222222)
Tabernilla	Point(-3.42 43.342777777)
Tablada de Villadiego	Point(-3.996666666 42.551666666)
Tablada del Rudrón	Point(-3.843994722 42.725061666)
Tabladillo	Point(-3.659722222 43.285277777)
Tablado	Point(-3.905277777 43.116111111)
Tablares	Point(-4.622294444 42.689566666)
Tahivilla	Point(-5.756388888 36.185)
Talamillo	Point(-3.96473 42.64994)
Talará	Point(-3.551666666 36.9475)
Talledo	Point(-3.171666666 43.316666666)
Tanarrio	Point(-4.707777777 43.159166666)
Tanos	Point(-4.0438031 43.3324632)
Tapia de la Ribera	Point(-5.7775 42.745833333)
Taranilla	Point(-4.981111111 42.796111111)
Tarriba	Point(-4.045833333 43.271388888)
Tarrueza	Point(-3.398055555 43.393055555)
Tañabueyes	Point(-3.382777777 42.15)
Tejados	Point(-6.038811111 42.368913888)
Tella	Point(0.183179 42.574378)
Terrazas	Point(-3.250018333 42.047256111)
Terrazos	Point(-3.360519444 42.617838888)
Terán	Point(-4.301388888 43.220833333)
Tezanos	Point(-3.827222222 43.2225)
Tigalate	Point(-17.801927777 28.553988888)
Tiguerorte	Point(-17.791761111 28.559222222)
Tizneros	Point(-4.055833333 40.990555555)
Tocón	Point(-3.371666666 37.240555555)
Tocón	Point(-3.966111111 37.2375)
Tolbaños de Abajo	Point(-3.138931666 42.099131666)
Tolbaños de Arriba	Point(-3.103385277 42.095049722)
Toldanos	Point(-5.482222222 42.548888888)
Tolilla	Point(-6.218769444 41.72825)
Tollo	Point(-4.619166666 43.109444444)
Tondeluna	Point(-3.021388888 42.381666666)
Toporias	Point(-4.227222222 43.334722222)
Toral de Merayo	Point(-6.634444444 42.525)
Torcollano	Point(-3.371666666 43.284444444)
Tordelpalo	Point(-1.7963 40.826816666)
Torices	Point(-4.545555555 43.135277777)
Torme	Point(-3.561666666 42.989166666)
Tornadijo	Point(-3.647222222 42.155277777)
Torquiendo	Point(-3.335 43.379444444)
Torralba de Arciel	Point(-2.260833333 41.621388888)
Torralba del Burgo	Point(-2.925555555 41.6375)
Torre de Ésera	Point(0.353802 42.213346)
Torrealta	Point(-1.211082567 38.037402657)
Torrealta	Point(-1.25701389 40.11953333)
Torrecera	Point(-5.942777777 36.608888888)
Torrecilla del Valle	Point(-5.0125 41.371666666)
Torrecitores del Enebral	Point(-3.865277777 41.984444444)
Torreguadiaro	Point(-5.27 36.3)
Torremelgarejo	Point(-6.032449333 36.716310862)
Torres de Abajo	Point(-3.791621 42.958872)
Los Lobos	Point(-1.764444444 37.308055555)
Los Molinos de Ocón	Point(-2.208333333 42.313888888)
Los Montoros	Point(-3.061944444 36.931111111)
Los Negrales	Point(-4.027219444 40.638525)
Los Nogales	Point(-4.623055555 36.948055555)
Los Olivos	Point(-2.656944444 37.703055555)
Los Olivos	Point(-3.610277777 37.236111111)
Los Pandos	Point(-3.907222222 43.103333333)
Los Picayos	Point(-4.467777777 43.282777777)
Los Pinillos	Point(-3.529061111 37.159822222)
Los Prados	Point(-3.735277777 43.349722222)
Los Pulpites	Point(-1.236111111 38.020277777)
Los Pumares	Point(-4.531666666 43.251111111)
Los Rosales	Point(-5.728611111 37.591666666)
Los Rubios	Point(-5.53 38.217777777)
Los Torres	Point(-2.842222222 37.791944444)
Los Tremellos	Point(-3.833333333 42.516666666)
Los Tárragas	Point(-0.803888888 37.839722222)
Los Valles	Point(-5.7523382 43.2164366)
Los Veras	Point(-0.76666667 37.83333333)
Los Yesos	Point(-3.264444444 36.752222222)
Los Ángeles de San Rafael	Point(-4.217222222 40.78)
Losadilla	Point(-6.624841666 42.263763888)
Losana de Pirón	Point(-4.022777777 41.067777777)
Losilla	Point(-5.95253 41.6881)
Losilla de Alba	Point(-5.952466666 41.686397222)
Luey	Point(-4.483055555 43.349722222)
Lugarejos	Point(-3.338888888 43.365833333)
Lugán	Point(-5.338775 42.772288888)
Lupiñén	Point(-0.582222222 42.175277777)
Luriezo	Point(-4.532222222 43.154166666)
Lusa	Point(-3.204166666 43.353055555)
Lándraves	Point(-3.741875 42.914205555)
Madrid de los Trillos	Point(-2.892777777 42.494444444)
Madriguera	Point(-3.331111111 41.315277777)
Mairena	Point(-3.033333333 37.0)
Majuges	Point(-6.422777777 41.035)
Malataja	Point(-3.998333333 42.929166666)
Malladas	Point(-6.716666666 40.0)
Mambliga	Point(-3.128572222 42.929161111)
Mancilleros	Point(-5.490277777 42.511666666)
Mansilla	Point(-3.794722222 42.443888888)
Manuel Díaz	Point(-2.835555555 37.794444444)
Manzanedo	Point(-3.768611111 43.020555555)
Mar	Point(-4.080833333 43.401111111)
Marazovel	Point(-2.728611111 41.3025)
Marialba de la Ribera	Point(-5.541111111 42.535)
Marmellar de Abajo	Point(-3.795561111 42.405686111)
Marmellar de Arriba	Point(-3.777172222 42.426805555)
Marne	Point(-5.468055555 42.5325)
Marrubio	Point(-6.5381 42.323877777)
Marrón	Point(-3.433611111 43.348611111)
Marselle	Point(-8.825 42.766666666)
Martín	Point(-2.773055555 37.820833333)
Marzán	Point(-6.107755555 42.779730555)
Masa	Point(-3.717222222 42.626944444)
Mata	Point(-3.693611111 42.536388888)
Mata	Point(-4.022222222 43.279722222)
Mata de Hoz	Point(-4.2175 42.933055555)
Matagorda	Point(-2.840277777 36.723611111)
Matalbaniega	Point(-4.2625 42.836666666)
Matallana	Point(-3.339444444 41.056111111)
Matallana de Valmadrigal	Point(-5.331438888 42.360058333)
Matamorosa	Point(-4.145277777 42.981111111)
Mataporquera	Point(-4.16276 42.87486)
Mataporquera	Point(-4.162222222 42.875833333)
Matarrepudio	Point(-4.145555555 42.896111111)
Matellanes	Point(-6.31955 41.7196)
Matián	Point(-2.461111111 37.543611111)
Matueca de Torio	Point(-5.510555555 42.7725)
Maulique	Point(-5.83333333 39.95)
Maxide	Point(-8.856111111 42.756388888)
Mazandrero	Point(-4.270555555 43.046111111)
Mecina Alfahar	Point(-3.069166666 36.996944444)
Mecina Bombarón	Point(-3.15 36.98333333)
Mecina Tedel	Point(-3.114722222 36.895277777)
Mecinilla	Point(-3.323611111 36.926944444)
Mediadoro	Point(-4.060555555 42.908333333)
Medinilla de la Dehesa	Point(-3.882826388 42.301518888)
Melegís	Point(-3.571111111 36.935277777)
Melicena	Point(-3.236388888 36.751666666)
Mellanes	Point(-6.24157 41.7135)
Menaza	Point(-4.215 42.831111111)
Mendina	Point(-3.365833333 43.384166666)
Mentera Barruelo	Point(-3.495833333 43.280277777)
Mesas de Santa Rosa	Point(-6.112475756 36.724362505)
Mesegal	Point(-6.316666666 40.313055555)
Mezquitilla	Point(-4.038865 36.746079)
Miguel Ibáñez	Point(-4.352777777 41.087222222)
Totero	Point(-3.839444444 43.299444444)
Traguntía	Point(-6.366388888 40.9575)
Trapiche	Point(-4.124722222 36.806944444)
Trasmulas	Point(-3.871388888 37.198333333)
Trasvía	Point(-4.311666666 43.383888888)
Trebuesto	Point(-3.313333333 43.334444444)
Treceño	Point(-4.302222222 43.318333333)
El Tremedal	Point(-5.62017 40.3526)
Tresabuela	Point(-4.428611111 43.086111111)
Treto	Point(-3.4725 43.395555555)
Trevejo	Point(-6.779044444 40.173430555)
Trevijano	Point(-2.426666666 42.302222222)
Trillayo	Point(-4.593055555 43.1875)
Trujillos	Point(-3.794722222 37.4575)
Tudes	Point(-4.609444444 43.121666666)
Turieno	Point(-4.647222222 43.159722222)
Turrubuelo	Point(-3.591388888 41.324444444)
Turza	Point(-2.966111111 42.318888888)
